speaker_index,utterance_index,speaker_id,utterance_id,duration,method,source_wav,local_audio
1,1,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008,4.000000,Auth,/gs/bs/tgh-25IAB/zhe/voxtube/voxtube_originals/UCqhOC3lFQV17UcTdHVhUwow/2ubJ_lOlAw4/segment_8.mp3,audio/01_UCqhOC3lFQV17UcTdHVhUwow/01_UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008/auth.mp3
1,1,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008,4.000000,OHNN-HiFiGAN,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_synvox2/UCqhOC3lFQV17UcTdHVhUwow/2ubJ_lOlAw4/segment_8_eh.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/01_UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008/ohnn_hifigan.wav
1,1,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008,4.000000,OHNN-BigVGAN-SC,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_bigvgan/UCqhOC3lFQV17UcTdHVhUwow/2ubJ_lOlAw4/segment_8_eh.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/01_UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008/ohnn_bigvgan_sc.wav
1,1,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008,4.000000,SALT-k4,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_salt/base_topk4_eh_mix/UCqhOC3lFQV17UcTdHVhUwow/2ubJ_lOlAw4/segment_8_eh.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/01_UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008/salt_k4.wav
1,1,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008,4.000000,SALT-k8,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_salt/base_topk8_eh_mix/UCqhOC3lFQV17UcTdHVhUwow/2ubJ_lOlAw4/segment_8_eh.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/01_UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008/salt_k8.wav
1,1,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008,4.000000,DAIEN-NCFG(-1.0),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/seed0/4304/2ubJ_lOlAw4_00008.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/01_UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008/daien_ncfg_m1p0.wav
1,1,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008,4.000000,DAIEN-NCFG(-0.75),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/english_mp3_acfg_minus0.75/4304/2ubJ_lOlAw4_00008.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/01_UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008/daien_ncfg_m0p75.wav
1,1,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008,4.000000,DAIEN-NCFG(-0.5),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/english_mp3_acfg_minus0.5/4304/2ubJ_lOlAw4_00008.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/01_UCqhOC3lFQV17UcTdHVhUwow-2ubJ_lOlAw4-seg000008/daien_ncfg_m0p5.wav
1,2,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001,4.000000,Auth,/gs/bs/tgh-25IAB/zhe/voxtube/voxtube_originals/UCqhOC3lFQV17UcTdHVhUwow/67aofxDjdOU/segment_1.mp3,audio/01_UCqhOC3lFQV17UcTdHVhUwow/02_UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001/auth.mp3
1,2,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001,4.000000,OHNN-HiFiGAN,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_synvox2/UCqhOC3lFQV17UcTdHVhUwow/67aofxDjdOU/segment_1_eh.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/02_UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001/ohnn_hifigan.wav
1,2,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001,4.000000,OHNN-BigVGAN-SC,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_bigvgan/UCqhOC3lFQV17UcTdHVhUwow/67aofxDjdOU/segment_1_eh.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/02_UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001/ohnn_bigvgan_sc.wav
1,2,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001,4.000000,SALT-k4,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_salt/base_topk4_eh_mix/UCqhOC3lFQV17UcTdHVhUwow/67aofxDjdOU/segment_1_eh.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/02_UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001/salt_k4.wav
1,2,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001,4.000000,SALT-k8,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_salt/base_topk8_eh_mix/UCqhOC3lFQV17UcTdHVhUwow/67aofxDjdOU/segment_1_eh.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/02_UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001/salt_k8.wav
1,2,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001,4.000000,DAIEN-NCFG(-1.0),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/seed0/4304/67aofxDjdOU_00001.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/02_UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001/daien_ncfg_m1p0.wav
1,2,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001,4.000000,DAIEN-NCFG(-0.75),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/english_mp3_acfg_minus0.75/4304/67aofxDjdOU_00001.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/02_UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001/daien_ncfg_m0p75.wav
1,2,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001,4.000000,DAIEN-NCFG(-0.5),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/english_mp3_acfg_minus0.5/4304/67aofxDjdOU_00001.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/02_UCqhOC3lFQV17UcTdHVhUwow-67aofxDjdOU-seg000001/daien_ncfg_m0p5.wav
1,3,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008,4.000000,Auth,/gs/bs/tgh-25IAB/zhe/voxtube/voxtube_originals/UCqhOC3lFQV17UcTdHVhUwow/BOhAzbSCS2E/segment_8.mp3,audio/01_UCqhOC3lFQV17UcTdHVhUwow/03_UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008/auth.mp3
1,3,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008,4.000000,OHNN-HiFiGAN,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_synvox2/UCqhOC3lFQV17UcTdHVhUwow/BOhAzbSCS2E/segment_8_eh.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/03_UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008/ohnn_hifigan.wav
1,3,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008,4.000000,OHNN-BigVGAN-SC,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_bigvgan/UCqhOC3lFQV17UcTdHVhUwow/BOhAzbSCS2E/segment_8_eh.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/03_UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008/ohnn_bigvgan_sc.wav
1,3,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008,4.000000,SALT-k4,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_salt/base_topk4_eh_mix/UCqhOC3lFQV17UcTdHVhUwow/BOhAzbSCS2E/segment_8_eh.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/03_UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008/salt_k4.wav
1,3,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008,4.000000,SALT-k8,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_salt/base_topk8_eh_mix/UCqhOC3lFQV17UcTdHVhUwow/BOhAzbSCS2E/segment_8_eh.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/03_UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008/salt_k8.wav
1,3,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008,4.000000,DAIEN-NCFG(-1.0),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/seed0/4304/BOhAzbSCS2E_00008.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/03_UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008/daien_ncfg_m1p0.wav
1,3,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008,4.000000,DAIEN-NCFG(-0.75),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/english_mp3_acfg_minus0.75/4304/BOhAzbSCS2E_00008.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/03_UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008/daien_ncfg_m0p75.wav
1,3,UCqhOC3lFQV17UcTdHVhUwow,UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008,4.000000,DAIEN-NCFG(-0.5),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/english_mp3_acfg_minus0.5/4304/BOhAzbSCS2E_00008.wav,audio/01_UCqhOC3lFQV17UcTdHVhUwow/03_UCqhOC3lFQV17UcTdHVhUwow-BOhAzbSCS2E-seg000008/daien_ncfg_m0p5.wav
2,1,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005,4.000000,Auth,/gs/bs/tgh-25IAB/zhe/voxtube/voxtube_originals/UCZz58phVC9FWtYfcdd_IrOw/AcWZcVz_TdE/segment_5.mp3,audio/02_UCZz58phVC9FWtYfcdd_IrOw/01_UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005/auth.mp3
2,1,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005,4.000000,OHNN-HiFiGAN,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_synvox2/UCZz58phVC9FWtYfcdd_IrOw/AcWZcVz_TdE/segment_5_eh.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/01_UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005/ohnn_hifigan.wav
2,1,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005,4.000000,OHNN-BigVGAN-SC,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_bigvgan/UCZz58phVC9FWtYfcdd_IrOw/AcWZcVz_TdE/segment_5_eh.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/01_UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005/ohnn_bigvgan_sc.wav
2,1,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005,4.000000,SALT-k4,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_salt/base_topk4_eh_mix/UCZz58phVC9FWtYfcdd_IrOw/AcWZcVz_TdE/segment_5_eh.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/01_UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005/salt_k4.wav
2,1,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005,4.000000,SALT-k8,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_salt/base_topk8_eh_mix/UCZz58phVC9FWtYfcdd_IrOw/AcWZcVz_TdE/segment_5_eh.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/01_UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005/salt_k8.wav
2,1,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005,4.000000,DAIEN-NCFG(-1.0),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/seed0/2839/AcWZcVz_TdE_00005.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/01_UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005/daien_ncfg_m1p0.wav
2,1,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005,4.000000,DAIEN-NCFG(-0.75),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/english_mp3_acfg_minus0.75/2839/AcWZcVz_TdE_00005.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/01_UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005/daien_ncfg_m0p75.wav
2,1,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005,4.000000,DAIEN-NCFG(-0.5),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/english_mp3_acfg_minus0.5/2839/AcWZcVz_TdE_00005.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/01_UCZz58phVC9FWtYfcdd_IrOw-AcWZcVz_TdE-seg000005/daien_ncfg_m0p5.wav
2,2,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002,4.000000,Auth,/gs/bs/tgh-25IAB/zhe/voxtube/voxtube_originals/UCZz58phVC9FWtYfcdd_IrOw/DyOmyXhYjcE/segment_2.mp3,audio/02_UCZz58phVC9FWtYfcdd_IrOw/02_UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002/auth.mp3
2,2,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002,4.000000,OHNN-HiFiGAN,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_synvox2/UCZz58phVC9FWtYfcdd_IrOw/DyOmyXhYjcE/segment_2_eh.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/02_UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002/ohnn_hifigan.wav
2,2,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002,4.000000,OHNN-BigVGAN-SC,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_bigvgan/UCZz58phVC9FWtYfcdd_IrOw/DyOmyXhYjcE/segment_2_eh.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/02_UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002/ohnn_bigvgan_sc.wav
2,2,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002,4.000000,SALT-k4,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_salt/base_topk4_eh_mix/UCZz58phVC9FWtYfcdd_IrOw/DyOmyXhYjcE/segment_2_eh.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/02_UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002/salt_k4.wav
2,2,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002,4.000000,SALT-k8,/gs/bs/tgh-25IAB/zhe/synvox2_prime/post_noise/sxw_model/output_voxtube_salt/base_topk8_eh_mix/UCZz58phVC9FWtYfcdd_IrOw/DyOmyXhYjcE/segment_2_eh.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/02_UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002/salt_k8.wav
2,2,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002,4.000000,DAIEN-NCFG(-1.0),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/seed0/2839/DyOmyXhYjcE_00002.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/02_UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002/daien_ncfg_m1p0.wav
2,2,UCZz58phVC9FWtYfcdd_IrOw,UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002,4.000000,DAIEN-NCFG(-0.75),/gs/bs/tgh-26IAT/zhe/anon-tts/results/VoxTube/english_mp3_acfg_minus0.75/2839/DyOmyXhYjcE_00002.wav,audio/02_UCZz58phVC9FWtYfcdd_IrOw/02_UCZz58phVC9FWtYfcdd_IrOw-DyOmyXhYjcE-seg000002/daien_ncfg_m0p75.wav
